date,city,PM2.5,PM10,NO2,CO,O3,temperature,humidity
2023-01-01,CityA,63.708610696262625,68.24448512088132,25.61721145396018,0.6892493182744687,24.963313356524345,20.229564686462215,63.72665295739377
2023-01-02,CityA,115.56428757689245,75.27779345122806,64.43170184234978,1.469565224792328,25.69245431023278,18.23448173255189,30.35188367322968
2023-01-03,CityA,95.87945476302646,69.83012194308073,50.243938714350044,2.5088441486565083,65.9092679741677,27.33443846297131,34.71059210721659
2023-01-04,CityA,83.8792635777333,164.73351577068053,43.6264378588264,2.7544350713655716,65.28147399102568,29.156136819009472,82.8754840657807
2023-01-05,CityA,44.041677639819284,96.02004146667682,16.659368152808867,1.0086818562439896,90.24268102755656,17.602365899282095,34.672739345477446
2023-01-06,CityA,44.03950683025824,49.25482825014342,36.82333262838553,0.6674340300631788,64.62989405280585,30.290675361121338,72.40821577263031
2023-01-07,CityA,35.22752509513795,195.05642082252982,37.62149627211558,2.6933761328320966,96.78328163238801,17.347919012623343,85.20228984654315
2023-01-08,CityA,107.95585311974416,181.4057415941481,61.8738165713602,1.4735123474471883,23.89558787199438,21.158158999664032,46.24101625810387
2023-01-09,CityA,84.1003510568888,188.44036531123407,42.798893211267306,1.854402410668908,27.840614782459284,28.17546317535335,52.22948622357086
2023-01-10,CityA,93.7265320016441,199.18525162342965,32.824032938224576,2.9201645301268973,23.525268925630513,27.323005730619716,64.13528435068298
2023-01-11,CityA,31.85260448662222,67.82323987511796,68.60801971063955,0.6664118197855571,34.8221480266832,34.684211807805,82.90253817831508
2023-01-12,CityA,117.29188669457949,103.39872302442541,16.64323559957894,2.120795018630239,63.301608875334246,15.629025605398297,86.51433523562521
2023-01-13,CityA,104.91983767203796,161.3181561126546,35.352905698716675,0.6852635564371676,71.64577451419424,26.557947838489557,74.37379488667608
2023-01-14,CityA,49.11051996104486,151.36329888860675,12.521480510284317,1.4386723211662509,23.646812635893504,25.242047706894436,35.19718565128164
2023-01-15,CityA,46.36424704863906,64.62334501437681,54.39424724601582,2.5095363629836167,95.67767118764795,32.87746136225075,70.14924933209105
